OBJECTID,SHAPE,VisitId,Species,TimeInterval,CountMethod,UniqueId,Latitude,Longitude,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_ANGLE
2862,,586,NOBO,4,A,V586-1913,37.45331499,-85.39940962,207,669.6391677,5022432.405,3689157.755,150.5660313
2863,,587,EAKI,0,A,V587-1914,37.37803262,-85.32300067,223,34.28103176,5045338.62,3661482.101,-57.21109335
2864,,587,DICK,0,A,V587-1915,37.37750032,-85.32255034,223,199.5805656,5045338.62,3661482.101,124.5441657
2865,,587,EAME,1,V,V587-1916,37.37773325,-85.32193694,223,301.4836686,5045338.62,3661482.101,164.8553662
2866,,587,EAME,3,A,V587-1917,37.37713771,-85.32233329,223,344.9126722,5045338.62,3661482.101,120.8449358
2867,,587,EAME,0,A,V587-1918,37.37777626,-85.32154414,223,409.8795577,5045338.62,3661482.101,171.217344
2868,,588,EAME,0,A,V588-1919,37.37830512,-85.32245995,223,188.8029946,5045338.62,3661482.101,-137.0037098
2869,,588,EAME,0,V,V588-1920,37.37796221,-85.32226284,223,195.9809449,5045338.62,3661482.101,-178.7829621
2870,,588,DICK,1,A,V588-1921,37.37770557,-85.32226431,223,215.3192958,5045338.62,3661482.101,155.5028965
2871,,588,EAME,0,A,V588-1922,37.37818657,-85.32419962,223,376.5149426,5045338.62,3661482.101,-12.77848123
2872,,588,EAME,1,A,V588-1923,37.37640924,-85.32387594,223,624.8481827,5045338.62,3661482.101,64.37988274
2873,,589,EAKI,3,V,V589-1924,37.41605198,-85.32825906,218,106.641178,5043825.787,3675300.664,-25.60111611
2874,,589,FISP,0,A,V589-1925,37.41553791,-85.32831496,218,179.9283768,5043825.787,3675300.664,51.68132132
2875,,589,FISP,0,A,V589-1926,37.41619068,-85.32699818,218,287.1021258,5043825.787,3675300.664,-159.9912491
2876,,589,NOBO,2,A,V589-1927,37.41675007,-85.32691846,218,420.0925995,5043825.787,3675300.664,-134.0345991
2877,,589,NOBO,4,A,V589-1928,37.41843307,-85.32714933,218,941.088697,5043825.787,3675300.664,-103.6556048
2878,,590,FISP,0,A,V590-1929,37.41638177,-85.32702769,218,310.178442,5043825.787,3675300.664,-147.2553614
2879,,590,FISP,0,A,V590-1930,37.41547168,-85.32827506,218,193.0631717,5043825.787,3675300.664,58.85106168
2880,,590,FISP,1,A,V590-1931,37.41678433,-85.32892279,218,425.9476991,5043825.787,3675300.664,-47.06683004
2881,,590,NOBO,2,A,V590-1932,37.41768902,-85.32702129,218,694.4931409,5043825.787,3675300.664,-112.0381347
2882,,591,EAME,0,A,V591-1933,37.4143634,-85.38399317,217,560.5898606,5027395.322,3675203.541,105.6057216
2883,,591,EAKI,1,V,V591-1934,37.41763699,-85.38470674,217,654.0352564,5027395.322,3675203.541,-84.64029461
2884,,591,EAME,1,A,V591-1935,37.4178853,-85.38379152,217,770.2272976,5027395.322,3675203.541,-105.3846895
2885,,592,EAME,0,A,V592-1936,37.41601547,-85.38443692,217,64.15103054,5027395.322,3675203.541,-107.7709211
2886,,592,EAME,3,A,V592-1937,37.41594432,-85.38711407,217,758.4830232,5027395.322,3675203.541,-2.429256806
2887,,592,NOBO,0,A,V592-1938,37.41403142,-85.38259963,217,862.3701654,5027395.322,3675203.541,130.145357
2888,,593,EAKI,4,V,V593-1939,37.40870691,-85.31283789,220,53.08749408,5048228.87,3672640.584,-81.0792851
2889,,593,DICK,1,A,V593-1940,37.40830064,-85.3137917,220,300.568992,5048228.87,3672640.584,18.78194946
2890,,593,NOBO,0,A,V593-1941,37.40880166,-85.31179077,220,308.6530357,5048228.87,3672640.584,-163.3632301
2891,,593,EAME,4,A,V593-1942,37.41101514,-85.31310977,220,897.1344501,5048228.87,3672640.584,-84.1697724
2892,,594,EAKI,3,A,V594-1943,37.40876664,-85.31312328,220,117.3368844,5048228.87,3672640.584,-38.97461913
2893,,594,DICK,0,A,V594-1944,37.40846096,-85.31367965,220,255.177573,5048228.87,3672640.584,8.620753309
2894,,594,NOBO,0,A,V594-1945,37.41005598,-85.31231492,220,562.4025622,5048228.87,3672640.584,-104.5570547
2895,,595,EAME,0,A,V595-1946,37.43248097,-85.37266248,214,395.1757848,5030937.32,3680899.17,-71.22187815
2896,,596,EAME,0,A,V596-1947,37.43164596,-85.37260855,214,130.7502163,5030937.32,3680899.17,-32.46091308
2897,,596,NOBO,0,A,V596-1948,37.43117826,-85.37283775,214,202.7710417,5030937.32,3680899.17,29.67285719
2898,,596,EAME,0,A,V596-1949,37.4311962,-85.371215,214,308.9609408,5030937.32,3680899.17,162.688218
2899,,596,FISP,0,A,V596-1950,37.43084928,-85.37150175,214,304.6609026,5030937.32,3680899.17,134.1527705
2900,,596,EAME,3,A,V596-1951,37.43002137,-85.37220968,214,520.9255701,5030937.32,3680899.17,90.8675017
2901,,599,EAME,1,A,V599-1953,37.38669793,-85.39537491,225,262.8276333,5024061.893,3664429.643,-145.6651799
2902,,600,EAME,0,A,V600-1954,37.4643623,-85.3656031,264,465.4475575,5032355.115,3692800.675,-168.980447
2903,,600,FISP,0,A,V600-1955,37.46318273,-85.36619667,206,314.7761829,5032394.164,3692654.181,141.784148
2904,,601,NOBO,2,A,V601-1956,37.39555941,-85.45443639,221,293.2916008,5007185.645,3667461.287,-74.99044445
2905,,602,NOBO,0,A,V602-1957,37.42473793,-85.45466881,216,605.2526638,5006797.154,3677801.12,-110.4426613
2906,,602,FISP,1,A,V602-1958,37.42409263,-85.45600687,216,375.0333661,5006797.154,3677801.12,-61.94126578
2907,,603,EAME,0,A,V603-1959,37.16533915,-85.80351499,84,177.8090244,4905626.67,3583964.868,99.521131
2908,,603,DICK,4,A,V603-1960,37.16489498,-85.80392718,269,313.0887871,4905827.426,3583741.976,21.37691
2909,,603,EAME,0,A,V603-1961,37.16443968,-85.80379883,269,378.1473802,4905827.426,3583741.976,47.75187343
2910,,603,EAME,1,A,V603-1962,37.16620513,-85.80176595,269,496.0007383,4905827.426,3583741.976,-133.0340265
2911,,604,EAME,1,A,V604-1963,37.25513375,-85.74733123,65,210.8227153,4922203.737,3616364.922,-32.90057243
2912,,604,EAME,2,A,V604-1964,37.25609726,-85.74669806,65,465.3929328,4922203.737,3616364.922,-90.89355203
2913,,604,NOBO,3,A,V604-1965,37.25562399,-85.74529793,65,507.8341439,4922203.737,3616364.922,-144.7579064
2914,,605,GRSP,0,A,V605-1966,37.20529421,-85.72497316,79,36.06759528,4928506.843,3598350.543,152.236116
2915,,605,GRSP,0,A,V605-1967,37.20573914,-85.72519396,79,148.7626742,4928506.843,3598350.543,-77.40650815
2916,,605,DICK,0,A,V605-1968,37.20579997,-85.72465298,79,208.9657474,4928506.843,3598350.543,-126.7781474
2917,,605,NOBO,0,A,V605-1969,37.20597687,-85.72541484,79,251.1237193,4928506.843,3598350.543,-67.33097032
2918,,605,GRSP,2,A,V605-1970,37.20511147,-85.72543036,79,131.1359973,4928506.843,3598350.543,39.47598766
2919,,605,NOBO,0,A,V605-1971,37.20523954,-85.72584937,79,226.2738417,4928506.843,3598350.543,9.352586842
2920,,605,DICK,1,A,V605-1972,37.20539805,-85.72612361,79,303.8699581,4928506.843,3598350.543,-3.947897621
2921,,605,NOBO,1,A,V605-1973,37.20635795,-85.72410327,79,467.5895074,4928506.843,3598350.543,-127.5773478
2922,,605,NOBO,1,A,V605-1974,37.20355973,-85.72552034,79,660.7462405,4928506.843,3598350.543,78.89356684
2923,,606,FISP,1,A,V606-1975,37.2028078,-85.87058663,80,392.2981241,4886339.276,3597118.661,-57.67030914
2924,,606,FISP,3,A,V606-1976,37.20122337,-85.87184349,80,626.4731884,4886339.276,3597118.661,23.01483308
2925,,607,DICK,1,A,V607-1977,37.21268163,-85.73574974,75,190.8327115,4925223.661,3600949.424,-157.3683833
2926,,607,DICK,2,A,V607-1978,37.21299566,-85.73675013,75,220.255052,4925223.661,3600949.424,-58.46452711
2927,,607,DICK,0,A,V607-1979,37.21247255,-85.73734279,75,287.7735203,4925223.661,3600949.424,0.550016836
2928,,607,DICK,3,A,V607-1980,37.21309441,-85.73476905,75,513.0698721,4925223.661,3600949.424,-154.1421265
2929,,607,NOBO,2,A,V607-1981,37.21189408,-85.7346002,75,553.6658601,4925223.661,3600949.424,157.3446433
2930,,608,EAME,1,A,V608-1982,37.23968612,-85.84731162,69,248.2802587,4892674.934,3610847.914,-174.9680547
2931,,608,EAME,4,A,V608-1983,37.23874213,-85.84722518,69,421.5571225,4892674.934,3610847.914,130.2055901
2932,,608,NOBO,0,A,V608-1984,37.23806054,-85.84760165,69,592.6620212,4892674.934,3610847.914,105.890984
2933,,608,DICK,1,A,V608-1985,37.23879224,-85.84547233,69,839.4845349,4892674.934,3610847.914,158.7515962
2934,,608,NOBO,3,A,V608-1986,37.2374757,-85.84549317,69,1102.709623,4892674.934,3610847.914,134.7159982
2935,,608,DICK,2,A,V608-1987,37.2369508,-85.84751025,69,992.1597226,4892674.934,3610847.914,100.949994
2936,,608,DICK,1,A,V608-1988,37.24149367,-85.8506248,69,988.4125078,4892674.934,3610847.914,-43.54422883
2937,,608,NOBO,0,A,V608-1989,37.23804876,-85.85102917,69,1013.251969,4892674.934,3610847.914,34.45374325
2938,,609,EAME,2,A,V609-1990,37.2097996,-85.79908964,77,250.1791204,4907047.588,3599744.886,-68.06065588
2939,,609,NOBO,2,A,V609-1991,37.20970887,-85.79828303,77,244.0453921,4907047.588,3599744.886,-125.4109767
2940,,609,EAME,3,A,V609-1992,37.20916252,-85.79806444,77,204.9649675,4907047.588,3599744.886,179.9839408
2941,,609,EAME,0,A,V609-1993,37.20870722,-85.79791233,77,299.3294721,4907047.588,3599744.886,146.3517013
2942,,610,EAME,0,A,V610-1994,37.29423026,-85.82156296,57,963.5293255,4899582.117,3631174.579,152.0183123
2943,,612,DICK,0,A,V612-1995,37.21073215,-85.78007707,76,63.37073799,4912483.868,3600377.103,96.52161322
2944,,612,GRSP,4,A,V612-1996,37.2111958,-85.78003795,76,107.4778558,4912483.868,3600377.103,-99.98868441
2945,,612,FISP,2,A,V612-1997,37.21085807,-85.7793599,76,216.7456479,4912483.868,3600377.103,175.453206
2946,,949,NOBO,1,A,V949-3094,36.85228363,-86.69067481,159,844.3160922,4646772.826,3470848.501,-23.60711444
2947,,950,EAME,0,A,V950-3095,36.7060192,-86.16312257,178,190.9910771,4799989.301,3416679.595,-136.9197777
2948,,950,EAME,1,A,V950-3096,36.70526936,-86.16316989,178,189.1846625,4799989.301,3416679.595,131.1215468
2949,,951,GRSP,3,A,V951-3097,36.79632868,-86.1929465,167,239.615639,4791320.088,3449825.916,157.2275093
2950,,952,EAME,0,A,V952-3098,36.71774085,-86.15521798,175,41.68362667,4802498.104,3421042.847,-37.02572351
2951,,952,DICK,0,A,V952-3099,36.71764918,-86.1545056,175,175.6403008,4802498.104,3421042.847,177.0033755
2952,,952,EAME,1,A,V952-3100,36.71742486,-86.15544,175,133.4735515,4802498.104,3421042.847,42.2091668
2953,,953,EAME,0,A,V953-3101,36.96770165,-86.15115785,248,62.32802249,4804087.226,3512029.213,-48.87842227
2954,,953,EAME,2,A,V953-3102,36.96788947,-86.15130171,248,142.0852773,4804087.226,3512029.213,-54.39243198
2955,,953,EAME,3,A,V953-3103,36.96700007,-86.15041944,248,272.0531395,4804087.226,3512029.213,129.6648665
2956,,953,EAKI,1,A,V953-3104,36.96809363,-86.15300057,248,609.7612001,4804087.226,3512029.213,-18.3528807
2957,,953,FISP,3,A,V953-3105,36.96643077,-86.15117621,248,418.5592373,4804087.226,3512029.213,83.36747327
2958,,953,NOBO,3,A,V953-3106,36.96563479,-86.15317644,248,946.7006553,4804087.226,3512029.213,47.95686945
2959,,954,EAME,0,A,V954-3107,36.69134448,-86.16945922,180,97.19479914,4798150.476,3411486.507,173.1986264
2960,,954,EAME,0,A,V954-3108,36.69174383,-86.16930444,180,195.4391176,4798150.476,3411486.507,-136.8357842
2961,,954,EAKI,3,A,V954-3109,36.6910023,-86.16994042,180,142.797226,4798150.476,3411486.507,71.56505118
2962,,954,FISP,2,A,V954-3110,36.69190507,-86.17044066,180,271.7329918,4798150.476,3411486.507,-45.52804284
2963,,955,PRAW,3,A,V955-3111,36.7168302,-86.13550447,176,98.49474222,4808253.095,3420613.991,-83.65977311
2964,,955,PRAW,4,A,V955-3112,36.71717214,-86.13479928,176,296.0381462,4808253.095,3420613.991,-131.5507005
2965,,955,NOBO,2,A,V955-3113,36.71666049,-86.13453107,176,276.4278819,4808253.095,3420613.991,-172.7425223
2966,,955,EAME,0,A,V955-3114,36.71607446,-86.13765239,176,665.0137981,4808253.095,3420613.991,15.22858413
2967,,955,NOBO,1,A,V955-3115,36.71751112,-86.13479711,176,397.5064664,4808253.095,3420613.991,-119.7919801
2968,,956,FISP,0,A,V956-3116,36.99605961,-86.06460679,247,189.9310342,4829549.718,3522359.776,16.92757485
2969,,956,NOBO,3,A,V956-3117,36.99727099,-86.0659584,247,693.1216144,4829549.718,3522359.776,-33.9516972
2970,,957,FISP,1,A,V957-3118,36.79921832,-86.18133209,166,138.0836757,4795074.216,3450715.846,-22.81597944
2971,,957,FISP,0,A,V957-3119,36.7994322,-86.18086567,166,131.1462123,4795074.216,3450715.846,-94.2222862
2972,,957,FISP,3,A,V957-3120,36.79933338,-86.1802116,166,221.8734886,4795074.216,3450715.846,-154.9556475
2973,,957,EAKI,4,A,V957-3121,36.79902863,-86.18047965,166,123.1471766,4795074.216,3450715.846,172.216582
2974,,957,FISP,4,A,V957-3122,36.79963185,-86.18163424,166,296.7830531,4795074.216,3450715.846,-43.56192304
2975,,958,FISP,1,A,V958-3123,36.99705623,-86.09148235,246,142.5423874,4821649.311,3522634.374,-25.14489127
2976,,958,EAME,2,A,V958-3124,36.99747215,-86.09105144,246,211.5628001,4821649.311,3522634.374,-89.28681444
2977,,959,FISP,3,A,V959-3125,36.71810594,-86.20286251,173,153.5440868,4788489.201,3421418.318,93.69836578
2978,,959,FISP,4,A,V959-3126,36.71882308,-86.20196053,173,295.4763228,4788489.201,3421418.318,-158.8489023
2979,,959,EAKI,3,A,V959-3127,36.71848997,-86.20367572,173,228.1256295,4788489.201,3421418.318,3.074258053
2980,,959,FISP,0,A,V959-3128,36.71727552,-86.20642731,173,1130.209914,4788489.201,3421418.318,23.49073232
2981,,960,FISP,0,A,V960-3129,36.71815474,-86.20280411,173,138.2224689,4788489.201,3421418.318,101.3099325
2982,,960,EAKI,4,A,V960-3130,36.71836545,-86.2033162,173,135.6918293,4788489.201,3421418.318,25.3462199
2983,,960,EAME,2,A,V960-3131,36.72021815,-86.20457803,173,788.4499794,4788489.201,3421418.318,-51.64783107
2984,,961,EAME,0,A,V961-3132,37.01110732,-86.09342379,135,107.4258657,4820865.818,3527797.514,-171.6656171
2985,,961,EAME,1,A,V961-3133,37.0109215,-86.09338584,135,128.2008646,4820865.818,3527797.514,156.0067494
2986,,961,EAME,1,A,V961-3134,37.01087649,-86.09351548,135,104.6417887,4820865.818,3527797.514,139.1976335
2987,,961,NOBO,2,A,V961-3135,37.00982149,-86.09313039,135,491.2532164,4820865.818,3527797.514,112.7838401
2988,,962,EAME,0,A,V962-3136,37.01092073,-86.09364552,135,66.5062989,4820865.818,3527797.514,128.3866259
2989,,962,EAME,2,A,V962-3137,37.01101184,-86.09301529,135,226.2984901,4820865.818,3527797.514,175.022855
2990,,962,FISP,3,A,V962-3138,37.01037903,-86.09322569,135,298.3792426,4820865.818,3527797.514,123.1492398
2991,,962,FISP,3,A,V962-3139,37.01070288,-86.09185458,135,579.5082483,4820865.818,3527797.514,166.6943189
2992,,963,EAME,2,A,V963-3140,36.71831026,-86.28350026,174,272.3936419,4764968.23,3421213.656,-67.00854147
2993,,963,EAME,2,A,V963-3141,36.71830535,-86.28344906,174,265.1318118,4764968.23,3421213.656,-69.83517445
2994,,963,EAME,2,A,V963-3142,36.71830561,-86.2833915,174,259.7985756,4764968.23,3421213.656,-73.33041237
2995,,963,EAME,2,A,V963-3143,36.71825877,-86.2834999,174,255.2399695,4764968.23,3421213.656,-65.36449326
2996,,963,EAME,2,A,V963-3144,36.71825904,-86.28344233,174,248.6797655,4764968.23,3421213.656,-68.90053817
2997,,963,EAME,2,A,V963-3145,36.7182593,-86.28338478,174,243.1158623,4764968.23,3421213.656,-72.61304522
2998,,963,FISP,0,A,V963-3146,36.7181056,-86.28209814,174,350.3813978,4764968.23,3421213.656,-150.2455972
2999,,963,NOBO,0,A,V963-3147,36.7188542,-86.28273199,174,463.3203624,4764968.23,3421213.656,-105.0033479
3000,,964,EAME,0,A,V964-3148,36.71810077,-86.28328101,174,179.2358217,4764968.23,3421213.656,-76.26366374
3001,,964,EAKI,3,A,V964-3149,36.71757875,-86.28421097,174,316.5790105,4764968.23,3421213.656,2.608155684
3002,,964,NOBO,4,A,V964-3150,36.71650994,-86.28392254,174,466.8915982,4764968.23,3421213.656,59.9314233
3003,,965,EAME,1,A,V965-3151,36.6998014,-86.17896307,179,58.49216771,4795440.149,3414519.453,-125.6442141
3004,,965,EAME,1,A,V965-3152,36.69989108,-86.17893577,179,90.59985901,4795440.149,3414519.453,-117.7897558
3005,,965,EAME,3,A,V965-3153,36.69948831,-86.17884607,179,95.10477123,4795440.149,3414519.453,135.5295561
3006,,965,EAME,2,A,V965-3154,36.69952731,-86.17954552,179,146.4955045,4795440.149,3414519.453,20.57412805
3007,,965,EAME,3,A,V965-3155,36.70022924,-86.17919197,179,206.1760288,4795440.149,3414519.453,-80.98341632
3008,,965,EAKI,4,A,V965-3156,36.69988794,-86.17978198,179,220.9316629,4795440.149,3414519.453,-21.27126776
3009,,965,EAKI,4,A,V965-3157,36.699923,-86.17981794,179,235.4903424,4795440.149,3414519.453,-23.25157072
3010,,965,FISP,1,A,V965-3158,36.69946079,-86.17721142,179,552.765367,4795440.149,3414519.453,171.7995679
3011,,966,EAME,4,A,V966-3159,36.78759808,-86.21014195,168,294.3025926,4786691.51,3446364.114,-46.7899506
3012,,966,EAME,3,A,V966-3160,36.78572938,-86.20919341,168,472.9412495,4786691.51,3446364.114,98.87257737
3013,,967,EAKI,2,A,V967-3161,37.01206124,-86.04130221,136,313.8179851,4836142.526,3527798.816,-99.13717377
3014,,967,EAME,3,A,V967-3162,37.00988118,-86.04213468,136,521.3082142,4836142.526,3527798.816,67.94802224
3015,,968,FISP,4,A,V968-3163,36.74628878,-86.15613036,172,113.1893334,4802149.443,3431399.608,-145.3973494
3016,,968,EAKI,4,A,V968-3164,36.74634125,-86.15587431,172,187.6599016,4802149.443,3431399.608,-153.7307878
3017,,968,FISP,3,A,V968-3165,36.74639806,-86.15550983,172,293.9124985,4802149.443,3431399.608,-159.4274516
3018,,968,NOBO,2,A,V968-3166,36.74691973,-86.15979629,172,1024.548434,4802149.443,3431399.608,-16.95116959
3019,,968,FISP,0,A,V968-3167,36.74734574,-86.15778579,172,596.580401,4802149.443,3431399.608,-49.14708897
3020,,968,EAME,3,A,V968-3168,36.74663413,-86.15363485,172,845.8554116,4802149.443,3431399.608,-167.2377231
3021,,968,FISP,4,A,V968-3169,36.74474347,-86.15522101,172,614.1113721,4802149.443,3431399.608,125.5652356
3022,,969,FISP,4,A,V969-3170,36.76059364,-86.13490995,170,309.1782347,4808750.429,3436799.962,29.83254997
3023,,970,FISP,0,A,V970-3171,36.68623487,-86.29104518,181,180.5193737,4762678.414,3409645.078,-57.89043001
3024,,970,NOBO,0,A,V970-3172,36.6864719,-86.29125798,181,286.9057689,4762678.414,3409645.078,-56.61855265
3025,,970,EAME,0,A,V970-3173,36.68561327,-86.29163176,181,278.8584412,4762678.414,3409645.078,15.05434726
3026,,970,EAKI,4,A,V970-3174,36.68632045,-86.29019297,181,238.9784205,4762678.414,3409645.078,-130.1666081
3027,,970,EAKI,4,A,V970-3175,36.68623893,-86.29017549,181,220.6625707,4762678.414,3409645.078,-136.1367217
3028,,970,NOBO,2,A,V970-3176,36.68511643,-86.29026031,181,287.6684348,4762678.414,3409645.078,117.2819074
3029,,971,EAME,1,A,V971-3177,36.92813274,-86.27275937,15,145.4575792,4768581.309,3497818.253,-10.54468274
3030,,971,EAKI,0,A,V971-3178,36.92852391,-86.27197429,15,189.1123536,4768581.309,3497818.253,-117.4878209
3031,,972,FISP,0,A,V972-3179,36.75275412,-86.28200063,171,383.1582932,4765117.253,3434288.771,131.8564581
3032,,973,EAKI,4,A,V973-3180,36.83880495,-86.15141225,165,132.6248011,4803650.557,3465201.818,154.2721805
3033,,973,FISP,1,A,V973-3181,36.83950863,-86.15244826,165,270.79887,4803650.557,3465201.818,-47.59418057
3034,,973,FISP,0,A,V973-3182,36.83871941,-86.15254556,165,229.5763074,4803650.557,3465201.818,22.34655635
3035,,973,NOBO,3,A,V973-3183,36.83971616,-86.15427738,165,769.5120941,4803650.557,3465201.818,-21.16457973
3036,,973,NOBO,2,A,V973-3184,36.83777822,-86.15302827,165,557.181594,4803650.557,3465201.818,50.4096387
3037,,974,EAKI,2,A,V974-3185,36.88159184,-86.29741716,21,49.35783196,4761112.728,3480986.276,111.831602
3038,,974,NOBO,0,A,V974-3186,36.8814089,-86.29816804,21,230.2614374,4761112.728,3480986.276,28.8587663
3039,,974,EAME,1,A,V974-3187,36.88119962,-86.29716356,21,210.1235139,4761112.728,3480986.276,115.8736832
3040,,975,FISP,2,A,V975-3188,36.85408767,-86.23787624,164,184.5069575,4778326.397,3470752.699,-155.4417689
3041,,975,EAME,3,A,V975-3189,36.8535192,-86.23853596,164,131.9372571,4778326.397,3470752.699,78.500789
3042,,975,NOBO,1,A,V975-3190,36.85365205,-86.23888119,164,150.3605217,4778326.397,3470752.699,32.3196201
3043,,975,NOBO,0,A,V975-3191,36.85483716,-86.23771906,164,410.321798,4778326.397,3470752.699,-121.6380083
3044,,976,EAKI,3,A,V976-3192,36.93599416,-86.21221762,14,317.429354,4785900.203,3500417.668,-141.8247188
3045,,976,EAME,0,A,V976-3193,36.93701318,-86.21121351,14,785.4742732,4785900.203,3500417.668,-133.9213128
3046,,976,NOBO,2,A,V976-3194,36.93363258,-86.21082703,14,931.6107509,4785900.203,3500417.668,134.3937206
3047,,977,EAME,4,A,V977-3195,36.7670655,-86.26236462,169,355.3394309,4770916.699,3438918.437,-132.084649
3048,,977,FISP,3,A,V977-3196,36.76622325,-86.26523007,169,604.165292,4770916.699,3438918.437,3.638170115
3049,,977,EAME,3,A,V977-3197,36.76619093,-86.26099444,169,640.3353845,4770916.699,3438918.437,174.8996729
3050,,978,EAME,0,A,V978-3198,36.87173883,-86.2844558,23,210.0471496,4764745.339,3477190.67,-138.1005573
3051,,978,EAKI,3,A,V978-3199,36.8713062,-86.28405558,23,273.1052168,4764745.339,3477190.67,176.237632
3052,,978,EAKI,3,A,V978-3200,36.87100358,-86.28490683,23,128.7270128,4764745.339,3477190.67,100.230985
3053,,978,EAME,1,A,V978-3201,36.87178168,-86.28547006,23,210.96872,4764745.339,3477190.67,-48.32472702
3054,,979,FISP,0,A,V979-3202,36.92587843,-86.21758139,17,142.8766639,4784627.189,3496810.566,-63.54582728
3055,,979,NOBO,0,A,V979-3203,36.92609734,-86.2171642,17,215.1769824,4784627.189,3496810.566,-105.8324305
3056,,979,FISP,1,A,V979-3204,36.92506599,-86.21703094,17,193.9952596,4784627.189,3496810.566,119.5864797
3057,,980,FISP,2,A,V980-3205,36.85832287,-86.1530447,163,127.4865035,4803422.457,3472332.689,38.70316459
3058,,980,EAME,0,A,V980-3206,36.85817528,-86.15253703,163,142.7054244,4803422.457,3472332.689,110.0043892
3059,,980,EAME,2,A,V980-3207,36.85784422,-86.15207906,163,313.6334528,4803422.457,3472332.689,125.5376546
3060,,981,EAME,0,A,V981-3208,36.88374636,-86.25838699,162,69.91868114,4772600.341,3481710.407,45.71588256
3061,,981,EAME,0,A,V981-3209,36.88384737,-86.25857359,162,104.01056,4772600.341,3481710.407,7.167185004
3062,,981,NOBO,3,A,V981-3210,36.88409213,-86.25849074,162,109.253637,4772600.341,3481710.407,-44.08329706
3063,,981,EAME,1,A,V981-3211,36.88439898,-86.25818014,162,187.688674,4772600.341,3481710.407,-93.96461843
3064,,981,EAKI,2,A,V981-3212,36.88411814,-86.2587529,162,177.3015942,4772600.341,3481710.407,-28.97703309
3065,,981,NOBO,2,A,V981-3213,36.88592673,-86.25980138,162,875.5414165,4772600.341,3481710.407,-58.44589845
3066,,982,EAME,0,A,V982-3214,37.39402846,-85.38679974,265,142.978786,5026739.331,3667397.998,98.25574236
3067,,982,EAME,0,A,V982-3215,37.39438931,-85.38570585,265,337.9092181,5026739.331,3667397.998,178.4956295
3068,,983,GRSP,0,A,V983-3216,37.43237565,-85.3517654,213,152.0134762,5036726.166,3681272.036,175.5252018
3069,,983,EAME,1,V,V983-3217,37.43294117,-85.35202865,213,207.4578947,5036726.166,3681272.036,-110.9678614
3070,,983,FISP,1,A,V983-3218,37.43200157,-85.35245427,213,156.4224759,5036726.166,3681272.036,72.17555079
3071,,983,GRSP,4,A,V983-3219,37.43199282,-85.35272059,213,197.2506588,5036726.166,3681272.036,50.60276477
3072,,983,EAME,3,V,V983-3220,37.43187119,-85.35243076,213,200.5606103,5036726.166,3681272.036,78.24702564
3073,,983,EAME,3,V,V983-3221,37.43189027,-85.35236409,213,190.5470284,5036726.166,3681272.036,83.51386504
3074,,983,EAME,1,V,V983-3222,37.43168381,-85.35267382,213,287.2531886,5036726.166,3681272.036,67.23858303
3075,,983,NOBO,0,A,V983-3223,37.43407865,-85.35210064,213,609.9692547,5036726.166,3681272.036,-94.84976538
3076,,983,EAME,0,A,V983-3224,37.43310632,-85.35090781,213,474.00248,5036726.166,3681272.036,-147.4198433
3077,,983,NOBO,4,A,V983-3225,37.43329427,-85.34923927,213,941.7087909,5036726.166,3681272.036,-159.7624636
3078,,983,NOBO,0,A,V983-3226,37.43170887,-85.35378081,213,503.2387612,5036726.166,3681272.036,30.72637522
3079,,984,EAKI,1,V,V984-3227,37.37752875,-85.30980323,250,42.37858348,5049172.841,3661306.576,-65.95556887
3080,,984,EAME,0,A,V984-3228,37.37821351,-85.3109959,250,463.9326345,5049172.841,3661306.576,-38.12004539
3081,,986,GRSP,0,V,V986-3229,37.4486848,-85.31956652,209,178.6319265,5046337.961,3687127.289,-39.04756747
3082,,986,FISP,0,A,V986-3230,37.4487799,-85.31874553,209,178.512967,5046337.961,3687127.289,-123.8490895
3083,,986,EAME,0,A,V986-3231,37.44930818,-85.32029648,209,488.1308758,5046337.961,3687127.289,-43.90879242
3084,,986,EAME,2,V,V986-3232,37.45015998,-85.31955184,209,663.9372722,5046337.961,3687127.289,-78.09671748
3085,,987,EAKI,1,V,V987-3233,37.42990589,-85.31701809,215,149.5720772,5046830.086,3680354.962,-160.0993696
3086,,988,EAME,4,A,V988-3237,37.43441017,-85.42995752,211,441.6547382,5013861.618,3682227.641,134.6744661
3087,,989,EAME,0,V,V989-3238,37.43587058,-85.41180953,266,318.966295,5019244.046,3682716.089,127.7517891
3088,,989,EAME,0,A,V989-3239,37.43564696,-85.41216639,266,346.4209122,5019244.046,3682716.089,105.3954076
3089,,989,EAME,4,V,V989-3240,37.43517788,-85.41350296,212,410.8103022,5018988.832,3682618.736,84.37611123
3090,,989,EAME,4,V,V989-3241,37.43516976,-85.41479296,212,585.4299089,5018988.832,3682618.736,44.88610544
3091,,990,FISP,0,A,V990-3242,37.41650754,-85.29432206,219,296.8685357,5053487.061,3675278.528,-109.1647978
3092,,990,EAKI,4,V,V990-3243,37.41739418,-85.29598018,219,713.9973551,5053487.061,3675278.528,-57.30802409
3093,,991,EAKI,3,V,V991-3244,37.46234413,-85.38998493,208,366.2247862,5025820.522,3691769.657,-77.07552176
